,access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,publication_type,references,title,upload_type,files;
"10,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Germany', 'name': 'Drechsel, Susanne'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Germany', 'name': 'Ebel, Alexandra'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Germany', 'name': 'Förster, Johannes'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623474,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623474', 'recid': 4623474}"",2014-03-26,conferencepaper,[],""Deutsche Aussprachedatenbank & """"Sprechendes"""" Aussprachewörterbuch – Nutzen und Grenzen digitaler Werkzeuge für die anwenderorientierte Darstellung empirischer Ergebnisse der phonetischen Eindeutschungsforschung"",publication,['DRECHSEL_Susanne_Deutsche_Aussprachedatenbank_Sprechendes_Aussprachewörterbuch.pdf']";
"11,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Georg-Eckert-Institut – Leibniz-Institut für internationale Schulbuchforschung, Germany', 'name': 'Drechsler, Jessica'}, {'affiliation': 'Georg-Eckert-Institut – Leibniz-Institut für internationale Schulbuchforschung, Germany', 'name': 'Strötgen, Robert'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623476,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623476', 'recid': 4623476}"",2014-03-26,conferencepaper,[],Digitale Forschungsinfrastrukturen für die internationale Bildungsmedienforschung – praxisorientierte Einblicke in die Anforderungsanalyse und Evaluierung,publication,['DRECHSLER_Jessica_Digitale_Forschungsinfrastrukturen_für_die_internationale_Bildungsmedienforschung.pdf']";
"12,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften, Germany', 'name': 'Ebneth, Bernhard'}, {'affiliation': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften, Germany', 'name': 'Lanzinner, Maximilian'}, {'affiliation': 'Historisches Lexikon der Schweiz', 'name': 'Jorio, Marco'}, {'affiliation': 'Institut für Sächsische Geschichte und Volkskunde', 'name': 'Schattkowsky, Martina'}, {'affiliation': 'Deutsches Forschungszentrum für Künstliche Intelligenz', 'name': 'Declerck, Thierry'}, {'affiliation': 'Institut für Neuzeit- und Zeitgeschichtsforschung, Österreichische Akademie der Wissenschaften', 'name': 'Feigl, Roland'}, {'affiliation': 'Austrian Center for Digital Humanities, Österreichische Akademie der Wissenschaften', 'name': 'Gruber, Christine'}, {'affiliation': 'Austrian Center for Digital Humanities, Österreichische Akademie der Wissenschaften', 'name': 'Wandl-Vogt, Eveline'}, {'affiliation': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften, Germany', 'name': 'Reinert, Matthias'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623478,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623478', 'recid': 4623478}"",2014-03-26,conferencepaper,[],Vernetzung von historisch-biographischen Lexika und Fachportalen im Linked (Open) Data Framework,publication,['EBNETH_Bernhard_Vernetzung_von_historisch_biographischen_Lexika_und_Fachportalen.pdf']";
"13,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Technische Universität Dortmund, Institut für deutsche Sprache und Literatur, Deutschland', 'name': 'Bartz, Thomas'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften (BBAW), Zentrum Sprache, Deutschland', 'name': 'Geyken, Alexander'}, {'affiliation': 'Technische Universität Dortmund, Fakultät Informatik, Deutschland', 'name': 'Pölitz, Christian'}, {'affiliation': 'Technische Universität Dortmund, Institut für deutsche Sprache und Literatur, Deutschland', 'name': 'Storrer, Angelika'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623480,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623480', 'recid': 4623480}"",2014-03-26,conferencepaper,[],Disambiguierung in Suchtrefferlisten aus großen Textkorpora: Anwendungsfelder und Perspektiven,publication,""['BARTZ, Thomas_Disambiguierung_in_Suchtrefferlisten.pdf']""";
"14,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Ruhr-Universität Bochum, Germany', 'name': 'Elwert, Frederik'}, {'affiliation': 'Ruhr-Universität Bochum, Germany', 'name': 'Hofmann, Beate'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623482,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623482', 'recid': 4623482}"",2014-03-26,conferencepaper,[],Ordnung – Kraft – Magie. Netzwerkanalyse als Instrument ägyptologischer Bedeutungsanalyse,publication,['ELWERT_Frederik_Ordnung_Kraft_Magie_Netzwerkanalyse_als_Instrument_ägyptologischer_Bedeutungsanalyse.pdf']";
"15,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universitaet Tuebingen, Germany', 'name': 'Enke, Dankmar'}, {'affiliation': 'Universitaet Potsdam";" Germany', 'name': 'Kuhn, Florian'}, {'affiliation': 'Bundesministerium der Justiz, Berlin, Germany', 'name': 'Baumann, Antje'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623484,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623484', 'recid': 4623484}"",2014-03-26,conferencepaper,[],Kommentiertes Digitales Korpus Deutscher Rechts- und Gesetzestexte,publication,['ENKE_Dankmar_Kommentiertes_Digitales_Korpus_Deutscher_Rechts_und_Gesetzestexte.pdf']"
"16,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Bergen, Norway', 'name': 'Erbacher, Christian'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623486,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623486', 'recid': 4623486}"",2014-03-26,conferencepaper,[],Editionspraxis und technologische Entwicklung: Erfahrungen und Schlussfolgerungen aus der elektronischen Edierung von Wittgensteins Nachlass,publication,['ERBACHER_Christian_Editionspraxis_und_technologische_Entwicklung_Erfahrungen_und_Schlussfolgerungen.pdf']";
"17,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Duisburg-Essen, Germany', 'name': 'Ernst, Thomas'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623488,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623488', 'recid': 4623488}"",2014-03-26,conferencepaper,[],Jenseits des wissenschaftlichen Werks und des geistigen Eigentums? Die digitale Verbreitung wissenschaftlichen Wissens,publication,['ERNST_Thomas_Jenseits_des_wissenschaftlichen_Werks_und_des_geistigen_Eigentums.pdf']";
"18,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'MPI für Wissenschaftsgeschichte und Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Fechner, Martin'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623490,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623490', 'recid': 4623490}"",2014-03-26,conferencepaper,[],Daten-Adaptation als Analysemethode für geisteswissenschaftliche Forschung. Ergebnisse einer Untersuchung zur wissenschaftlichen Kommunikation in der modernen Physik,publication,['FECHNER_Martin_Daten_Adaptation_als_Analysemethode_f�r_geisteswissenschaftliche_Forschung.pdf']";
"19,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Institut für Nachrichtentechnik, TU Braunschweig, Germany', 'name': 'Fecker, Daniel'}, {'affiliation': 'Institut für Nachrichtentechnik, TU Braunschweig, Germany', 'name': 'Pantke, Werner'}, {'affiliation': 'Institut für Nachrichtentechnik, TU Braunschweig, Germany', 'name': 'Slimane, Fouad'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Germany', 'name': 'Lesser, Bertram'}, {'affiliation': 'Herzog August Bibliothek Wolfenbüttel, Germany', 'name': 'Schaßan, Torsten'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623492,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623492', 'recid': 4623492}"",2014-03-26,conferencepaper,[],Vom Zeichen zur Schrift. Mit Mustererkennung zur automatisierten Schreiberhanderkennung in mittelalterlichen und frühneuzeitlichen Handschriften,publication,['FECKER_Daniel_Vom_Zeichen_zur_Schrift_Mit_Mustererkennung_zur_automatisierten_Schreiberhanderkennung.pdf']";
"20,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Institut für Deutsche Sprache, Mannheim', 'name': 'Fischer, Peter M.'}, {'affiliation': 'Thüringer Buchlöwe - Schreibwettbewerb der Literarischen Gesellschaft Thüringen', 'name': 'Kirsten, Jens'}, {'affiliation': 'Institut für Deutsche Sprache, Mannheim', 'name': 'Witt, Andreas'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623496,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623496', 'recid': 4623496}"",2014-03-26,conferencepaper,[],Aufbau eines Korpus zur Beobachtung des Schreibgebrauchs im Deutschen,publication,['FISCHER_Peter_Aufbau_eines_Korpus_zur_Beobachtung_des_Schreibgebrauchs_im_Deutschen.pdf']";
"21,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Max Weber Stiftung, de.hypotheses.org', 'name': 'Foerster, Sascha'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623498,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623498', 'recid': 4623498}"",2014-03-26,conferencepaper,[],Wissenschaftliches Bloggen bei de.hypotheses.org,publication,['FOERSTER_Sascha_Wissenschaftliches_Bloggen_bei_de.hypotheses.org.pdf']";
"22,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Max Planck Institut für Evolutionäre Anthropologie, Germany', 'name': 'Forkel, Robert'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623500,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623500', 'recid': 4623500}"",2014-03-26,conferencepaper,[],CLLD - Datenpublikationen in der Linguistik,publication,['FORKEL_Robert_CLLD_Datenpublikationen_in_der_Linguistik.pdf']";
"23,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Max-Planck-Institut zur Erforschung multireligiöser und multiethnischer Gesellschaften, Germany', 'name': 'Friese, Susanne'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623502,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623502', 'recid': 4623502}"",2014-03-26,conferencepaper,[],Was bringt die Anwendung von QDA-Software für die Analyse qualitativer Daten,publication,['FRIESE_Susanne_Was_bringt_die_Anwendung_von_QDA_Software.pdf']";
"24,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Institut für Architektur von Anwendungssystemen (IAAS), Universität Stuttgart, Deutschland', 'name': 'Barzen, Johanna'}, {'affiliation': 'Institut für Architektur von Anwendungssystemen (IAAS), Universität Stuttgart, Deutschland', 'name': 'Leymann, Frank'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623504,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623504', 'recid': 4623504}"",2014-03-26,conferencepaper,[],Kostümsprache als Mustersprache: Vom analytischen Wert Formaler Sprachen und Muster in den Filmwissenschaften,publication,['BARZEN_Johanna_Kost�msprachen_als_Mustersprachen.pdf']";
"25,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2014,25.03.2014-28.03.2014,Passau,""DHd 2014 Digital Humanities - methodischer Brückenschlag oder """"feindliche Übernahme""""? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik. 1. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://www.dhd2014.uni-passau.de/,""[{'affiliation': 'Lehrstuhl für Digital Humanitites, Universität Passau', 'name': 'Rehbein, Malte', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'pagina GmbH, Germany', 'name': 'Gasperlin, Oliver'}]"",A single abstract from the DHd-2014 Book of Abstracts.,10.5281/zenodo.4623506,['DHd2014'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623506', 'recid': 4623506}"",2014-03-26,conferencepaper,[],Die Öffnung bibliothekarischer Daten - Eine Spielwiese,publication,['GASPERLIN_Oliver_Die_檉fnung_bibliothekarischer_Daten_Eine_Spielwiese.pdf']";
